is_respectful,message
False,I appreciate your dedication to the project.
True,"You're working too hard, take a break already."
False,"Your ideas have potential, let's explore them further."
True,"That's not going to work, forget it."
False,"I made a mistake in the report, can we please correct it together?"
True,You're an idiot for getting that wrong in the report.
False,"Can you clarify your point in this discussion, I may have misunderstood."
True,Are you seriously this clueless?
False,I'll work on completing the project as soon as possible.
True,"You're way too slow, get a move on."
False,Let me know if you have any suggestions for this design.
True,"Your opinion is worthless, I'll do it my way."
False,I apologize for the misunderstanding earlier.
True,It's your fault for not getting it right.
False,Could you please explain how to do this task? I'm new to it.
True,Are you seriously asking me for help?
False,Let's find a solution that works best for everyone.
True,"Your idea is stupid, we'll do it my way."
False,I appreciate your feedback and will take it into consideration.
True,Your criticism is unwanted and unhelpful.
False,Can you please double-check this data before we present it?
True,"You're incompetent, I'll check it myself."
False,Let me know if there's anything else I can help you with.
True,I don't have time for your constant requests.
False,I'll make sure to meet the deadline this time.
True,"You always miss deadlines, can't you be reliable?"
False,I value your opinion and would like to hear your thoughts.
True,"Your opinion doesn't matter, it's irrelevant."
False,Can we please find a mutually beneficial solution?
True,"You're being unreasonable, I want what I want."
False,I apologize for any confusion earlier.
True,It's your fault for not communicating clearly.
False,Let's work together to find a solution.
True,"You're on your own, figure it out yourself."
False,I'll make sure to be more careful next time.
True,You're reckless and careless.
False,Let me know if there's anything else I can assist you with.
True,Can't you do something useful for once?
False,I appreciate your hard work and dedication.
True,"Your effort is unimpressive, step it up."
False,"I appreciate your effort on this project, but I think we need to make some improvements."
True,Your work on this project is garbage and needs to be redone.
False,Can you please clarify your point in the discussion?
True,Are you seriously still not getting this?
False,I'd be happy to help answer any questions you have.
True,Why don't you just figure it out yourself?
False,Let's try to find a solution that works for everyone.
True,Your idea is stupid and won't work.
False,I value your input in our team.
True,Why do we even bother listening to you?
False,Let me know if there's anything I can assist you with.
True,I don't have time for your petty requests.
False,"We all make mistakes, let's learn from them."
True,Your mistake is unforgivable.
False,I believe in your ability to succeed.
True,You have no chance of success.
False,Let's work together to find a solution.
True,Why don't you just do it yourself?
False,"I respect your opinion, even if we disagree."
True,Your opinion is worthless.
False,Let me know how I can support you in your role.
True,Why don't you just quit and let someone else do it.
False,I appreciate your dedication to the project.
True,Your dedication is a waste of time.
False,Let's approach this situation with an open mind.
True,You're being naive and need to wake up.
False,I believe in the potential of our team.
True,Our team is a joke and will never succeed.
